EE,-95,52.8300,"2019-02-13 02:32:34"
APLE,10,16.0300,"2019-02-13 02:33:07"
EE,-16,52.8300,"2019-02-13 02:34:11"
FOR,-16,17.8550,"2019-02-13 02:34:36"
